"text","text_en","cmp_code","eu_code"
"Είναι μύθος η “δίκαιη πράσινη μετάβαση” και το “δίκαιο Ταμείο Ανάκαμψης”.","The 'just green transition' and the 'just recovery fund' are a myth.","305.1",NA
"Είναι μύθος ότι η “κρατική ΔΕΗ”, στο πλαίσιο της απελευθερωμένης αγοράς Ενέργειας, μπορεί να παίξει φιλολαϊκό ρόλο.","It is a myth that the 'state-owned PPP', in the context of a liberalised energy market, can play a pro-people role.","415",NA
"Είναι μύθος το “φιλειρηνικό ΝΑΤΟ” και οι “φιλειρηνικές αμερικανοΝΑ- ΤΟικές βάσεις”.","It is a myth about 'peaceful NATO' and 'peaceful US-NATO bases'.","105",NA
"Είναι μύθος το “δημοκρατικό θεσμικό πλαίσιο” για την καταστολή και τις παρακολουθήσεις-υ- ποκλοπές.","The 'democratic institutional framework' for repression and surveillance is a myth.","201.1",NA
"Η εφαρμογή αντιλαϊκών, αντεργατικών πολιτικών από τις λεγόμενες δημοκρατικές και προοδευτικές κυ- βερνήσεις και η λογική του «μικρότερου κακού» αποδεί- χτηκαν το καλύτερο λίπασμα ακροδεξιών, αντιδραστι- κών δυνάμεων, όπως έδειξαν και τα πρόσφατα εκλογικά αποτελέσματα στην Ιταλία κι αλλού.","The implementation of anti-people, anti-worker policies by the so-called democratic and progressive movements and the logic of the 'lesser evil' have proved to be the best fertiliser for far-right, reactionary forces, as the recent election results in Italy and elsewhere have shown.","305.1",NA
"Στα ακόμη πιο δύσκολα που έχουμε μπροστά μας, στη “βαρυχειμωνιά” της ακρίβειας, της ανέχειας, του πολέμου, “ασπίδα” μας είναι η οργάνωση της εργατικής - λαϊκής αντεπίθεσης και η συμπόρευση με το ΚΚΕ.","In the even more difficult times ahead of us, in the ""heavy winter"" of poverty, poverty, war, our ""shield"" is the organisation of the workers' - people's counter-attack and our solidarity with the KKE.","305.1",NA
"Ο λαός έχει πολύ πλούσια πείρα για να γυρίσει την πλάτη σε “σενάρια” και “παζάρια” για τη συγκρότηση αστικών κυβερνήσεων που φτιάχνονται με τα γνωστά φθαρμένα υλικά που μας έφτασαν ως εδώ.","The people have too rich an experience to turn their backs on ""scenarios"" and ""bargains"" for the formation of bourgeois governments made with the familiar worn-out materials that got us this far.","606.2",NA
"Αποδεικνύεται ότι τα μεγάλα προβλήματα της επο- χής μας δεν αντιμετωπίζονται με “μια από τα ίδια”, με τα μάτια στραμμένα στα “περασμένα”, με ίδιες δοκιμασμένες επιλογές - στο όνομα του “μικρότερου κακού” - που οδη- γούν σε νέες υποχωρήσεις και απογοητεύσεις.","It turns out that the great problems of our time cannot be tackled with 'one of the same', with eyes fixed on the 'past', with the same tried and tested choices - in the name of the 'lesser evil' - leading to new concessions and disappointments.","305.1",NA
"Δεν υπάρχουν “σωτήρες” για το λαό.","There are no 'saviours' for the people.","305.1",NA
"Όποτε ο λαός ακούμπησε τις ελπίδες του στην αναμονή “λύσε- ων” από τα πάνω, στην πολυδοκιμασμένη και αδιέξοδη κυβερνητική εναλλαγή και στα σενάρια που επεξεργάζε- ται η άρχουσα τάξη, βρέθηκε χαμένος.","Whenever the people have pinned their hopes on the expectation of 'solutions' from above, on the much-tested and dead-end governmental rotation and on the scenarios worked out by the ruling class, they have been lost.","415",NA
"Αντίθετα, όποτε ο λαός κέρδισε κάτι, το έκανε στηριγμένος στη δική του δύναμη, στην οργάνωση και τον αγώνα του, με το ΚΚΕ να είναι πάντα μπροστά.","On the contrary, whenever the people have won something, they have done so on the basis of their own strength, organisation and struggle, with the KKE always in front.","606.2",NA
"Όταν έγραψε ο ίδιος το δικό του σενάριο για τις δικές του ανάγκες.","When it wrote its own script for its own needs.","606.2",NA
"Ο λαός μπορεί να γράψει αυτό το σενάριο, να γίνει πρωταγωνιστής των εξελίξεων, με τον δικό του αγώνα, την ενδυνάμωση του εργατικού κινήματος, των κινημάτων των αυτοαπασχολούμενων ΕΒΕ, επιστημό- νων και αγροτών, των νέων, των γυναικών των λαϊκών στρωμάτων.","The people can write this script, become the protagonist of the developments, with their own struggle, the strengthening of the workers' movement, the movements of the self-employed workers, scientists and farmers, the youth, the women of the popular strata.","606.2",NA
"Να βάλει εμπόδιο στα σχέδια που τον κα- λούν να πληρώσει για μια ακόμη φορά για να “ξελασπώ- σει” το σύστημα.","To put an end to the plans that call on them to pay once again to 'bail out' the system.","503",NA
"Να μη συμβιβαστεί με τα επιδόματα, δήθεν για την αντιμετώπιση της ακρίβειας στο ρεύμα κι αλλού, που εξανεμίζονται πριν καλά-καλά μπουν στο οικογενει- ακό πορτοφόλι.","Not to compromise with the benefits, supposedly to deal with electricity prices and elsewhere, which disappear before they can be put into the family purse.","503",NA
"Πρόκειται για χρήματα που καλούνται να πληρώσουν οι ίδιοι οι εργαζόμενοι, ως φορολογού- μενοι, και που αναπαράγουν τις αιτίες της ακρίβειας,","This is money that the workers themselves, as taxpayers, are asked to pay, and which reproduces the causes of poverty,","503",NA
"επι- δοτώντας τελικά μόνο τα κέρδη των ομίλων της Ενέρ- γειας και άλλων κλάδων.","ultimately only adding to the profits of the energy groups and other industries.","503",NA
"Να διεκδικήσει ουσιαστικά και αποτελεσμα- τικά μέτρα ανακούφισης, με βάση τις προτάσεις που έχει καταθέσει το ΚΚΕ και τα αιτήματα που έχει διαμορφώσει το ταξικά προσανατολισμένο εργατικό κίνημα, τα εκα- τοντάδες σωματεία, Εργατικά Κέντρα και Ομοσπονδίες.","Demand substantial and effective relief measures, based on the proposals put forward by the KKE and the demands formulated by the class-oriented labour movement, the hundreds of unions, workers' centres and federations.","701",NA
"Οι αγώνες αυτού του διαστήματος σε μια σει- ρά χώρους δουλειάς και κλάδους, στην COSCO, την “e-food”, τη ΛΑΡΚΟ, τους Οικοδόμους, τα Ναυπηγεία, τα Λιπάσματα Καβάλας κι αλλού, έδειξαν τι μπορούν να καταφέρουν οι εργαζόμενοι, αν γυρίσουν την πλάτη στις λογικές της αναμονής “κυβερνητικών σωτήρων”, αν πιστέψουν στη δύναμή τους και στηριχθούν στον δικό τους αγώνα.","The struggles of this period in a number of workplaces and sectors, at COSCO, ""e-food"", LARCO, the Builders, the Shipyards, the Kavala Fertilisers and elsewhere, have shown what workers can achieve if they turn their backs on the logic of waiting for ""government saviours"", if they believe in their own strength and rely on their own struggle.","701",NA
"Ας σκεφτούμε τι θα μπορούσε να γίνει αν πολ- λαπλασιάζονταν αυτά τα παραδείγματα,","Let us think about what could happen if these examples were multiplied, if","606.2",NA
"α ν πολλαπλα- σιάζονταν οι εστίες αντίστασης κι αγώνα, αν μεγάλω- νε η συμμετοχή των εργαζομένων στα συνδικάτα και σε άλλους μαζικούς φορείς,","the pockets of resistance and struggle were multiplied, if the participation of workers in trade unions and other mass bodies were increased,","701",NA
"αν δυνάμωνε η κοινωνική συμμαχία εργατών, αυτοαπασχολουμένων, αγροτών,","if the social alliance of workers, self-employed and peasants were strengthened,","606.2",NA
"αν συγκροτούνταν ένα μεγάλο, ρωμαλέο, λαϊκό κίνημα που θα ανοίγει το δρόμο για διέξοδο προς όφελος του λαού.","if a large, robust, popular movement were formed, paving the way for a way out for the benefit of the people.","606.2",NA
"Για αυτά παλεύει καθημερινά το ΚΚΕ.","This is what the KKE fights for every day.","305.1",NA
"Γι’ αυτό και χρειάζεται ένα πολύ ΔΥΝΑΤΟ ΚΚΕ παντού, στους χώ- ρους δουλειάς, στις πόλεις, τα χωριά, στη Βουλή, στους δήμους και τις Περιφέρειες.","That is why we need a very STRONG KKE everywhere, in the workplaces, in the cities, in the villages, in the parliament, in the municipalities and in the regions.","305.1",NA
"Το ΚΚΕ είναι το μόνο κόμμα που δεν έχει καμία δέσμευση απέναντι στο κεφάλαιο, τους επιχειρηματι- κούς ομίλους, τις ιμπεριαλιστικές ενώσεις,","The KKE is the only party that has no commitment to capital, the business groups, the imperialist unions,","415",NA
"που δίνει μάχη για να σηκώσει ο λαός κεφάλι,","that fights for the people to raise their heads,","606.2",NA
"που στηρίζει χωρίς ταλάντευση τους εργατικούς-λαϊκούς αγώνες.","that supports the workers' and people's struggles without wavering.","701",NA
"Γι’ αυτό δεν τα “διπλώνει” μπροστά σε οποιαδήπο- τε δυσκολία ή προσπάθεια περιορισμού και καταστολής,","That is why it does not ""fold up"" in the face of any difficulty or effort of restriction and repression, and","305.1",NA
"δεν χάνει ποτέ τον προσανατολισμό του στην οργάνωση της εργατικής - λαϊκής διεκδίκησης.","never loses its orientation in the organization of the workers' - people's demands.","701",NA
"Απευθυνόμαστε","We address","H",NA
"Σε όλους και όλες που παλέψαμε μαζί στους χώρους δουλειάς, σε όσους δίνουμε καθημερινά μαζί τη μάχη για την ανασύνταξη του εργατικού κινήματος και των άλλων κινημάτων, ενάντια στους αντιλαϊκούς κυ- βερνητικούς νόμους, την εργοδοτική τρομοκρατία, την υπονομευτική στάση του εργοδοτικού συνδικαλισμού.","To all those who fought together in the workplaces, to all those who fight together every day for the reorganization of the workers' movement and other movements, against the anti-people's cybernetic laws, the employer's terrorism, the undermining attitude of the employers' trade unionism.","701",NA
"Σε όσους αμφισβητούν και εναντιώνονται στο ΝΑΤΟ και την ΕΕ, στους πολεμικούς σχεδιασμούς και τις κυρώσεις που πληρώνουν τελικά οι λαοί.","To those who question and oppose NATO and the EU, the war plans and the sanctions that the people ultimately pay for.","103.1",NA
"Η συμπόρευση με το ΚΚΕ είναι η πιο συνεπής στάση ενάντια σε αυτές τις επιλογές, για τις οποίες το ΚΚΕ σταθερά προειδοποι- εί και οργανώνει την αντίσταση.","Allying with the KKE is the most consistent stand against these choices, which the KKE has consistently warned against and organised resistance to.","103.1",NA
"Σε εργατικές - λαϊκές δυνάμεις που δεν έχουν καμία εμπιστοσύνη στα αστικά κόμματα, που βλέπουν τη σήψη να αναβλύζει από κάθε πόρο του καπιταλιστικού συστήματος, που στις δημοσκοπήσεις για το “ποιος από τους σημερινούς ή αυριανούς επίδοξους κυβερνώντες μπορεί να δώσει απάντηση στα λαϊκά προβλήματα”, απαντάνε “κανένας”.","To working-people forces that have no confidence in the bourgeois parties, that see the rot bubbling up from every resource of the capitalist system, that in the opinion polls on ""which of the present or tomorrow's would-be rulers can give an answer to the people's problems"", answer ""none"".","415",NA
"Στους νέους και τις νέες, που τα ωραιότερα χρόνια της ζωής τους τα ζουν μέσα σε μια διαρκή “κρί- ση”:","To young people, who live the best years of their lives in a constant ""crisis"":","706",NA
"Παλιότερα με τα μνημόνια, μετά με την πανδημία, τώρα με την ακρίβεια, τον πόλεμο, την ανασφάλεια για το αύριο.","Previously with the memoranda, then with the pandemic, now with precision, war, insecurity about tomorrow.","706",NA
"Το σύνολο όσων βιώνουμε καθημερινά όλα αυτά τα χρόνια φωτίζει το αδιαμφισβήτητο γεγονός ότι μέσα στα όρια του καπιταλιστικού συστήματος κι αυτής της πολιτικής δεν μπορεί να υπάρξει λύση στα οξυμένα και συνεχώς επιδεινούμενα λαϊκά προβλήματα.","The totality of what we are experiencing every day over these years illuminates the undeniable fact that within the limits of the capitalist system and this policy there can be no solution to the acute and constantly worsening people's problems.","415",NA
"Το ΚΚΕ μπορεί να ηγηθεί της λαϊκής αντεπίθεσης.","The KKE can lead the popular counter-attack.","305.1",NA
"Γιατί έχει πρόγραμμα που εκφράζει τα συμφέροντα των εργαζομένων.","Because it has a programme that expresses the interests of the working people.","701",NA
"Το αποδεικνύει άλλωστε καθημερινά η δράση των δυνάμεών του για την απόκρουση αντιλαϊκών επιλογών και την ανακούφιση των εργαζομένων.","Besides, the daily action of its forces to repel unpopular choices and to relieve the workers proves it every day.","701",NA
"Αποτε- λεί την πραγματική αντιπολίτευση σήμερα, ανοίγοντας το δρόμο για τη διέξοδο προς όφελος του λαού.","It is the real opposition today, paving the way for a way out for the benefit of the people.","305.1",NA
"Είναι ένας αγώνας που θα αξιοποιεί κάθε δυσκο- λία και «ρωγμή» στο αστικό πολιτικό σύστημα, με σκο- πό να περνάει ο λαός σε καλύτερες θέσεις.","It is a struggle that will exploit every difficulty and ""crack"" in the bourgeois political system, with the aim of moving the people to better positions.","415",NA
"Η πάλη του λαού, που στοχεύει τον πραγματικό αντίπαλο, τη δικτα- τορία του κεφαλαίου, μπορεί να βαθύνει ακόμη περισσό- τερο αυτές τις ρωγμές, να ανοίξει το δρόμο της ριζικής ανατροπής.","The struggle of the people, which targets the real opponent, the dictatorship of capital, can deepen these cracks even more, opening the way to a radical overthrow.","606.2",NA
"Σε αυτό το δρόμο δεν είμαστε μόνοι μας.","On this road we are not alone.","305.1",NA
"Σε όλο τον κόσμο σήμερα υπάρχουν ελπιδοφόρες αντιστάσεις, εστίες αγώνα που φανερώνουν δυνατότη- τες εργατικής - λαϊκής αφύπνισης.","All over the world today there are promising resistances, pockets of struggle that show the potential of a working people's awakening.","606.2",NA
"Μπορούμε","We can","H",NA
"Με δυνατό το ΚΚΕ, με μαζική εργατική - λαϊκή αντεπίθεση να ανοίξουμε το δρόμο για την ανατροπή, για τις ριζικές αλλαγές στην κοινωνία και την οικονομία, για να γίνει ο λαός μας μια ώρα αρχύτερα νοικοκύρης στον τόπο του και στον κόπο του.","With a strong KKE, with a massive workers' - people's counterattack, we can open the way for the overthrow, for radical changes in society and the economy, for our people to become an hour earlier landlords of their land and their labour.","305.1",NA
"Να αξιοποιήσουμε όλες τις σύγχρονες δυνατό- τητες της παραγωγής, της τεχνολογίας και της επιστήμης για την ικανοποίηση των εργατικών - λαϊκών αναγκών.","To use all the modern possibilities of production, technology and science to satisfy the needs of the working people.","411",NA
"Προϋπόθεση είναι η Ενέργεια, τα τρόφιμα, τα βασικά αγαθά να μην παράγονται ως εμπορεύματα κάτω από τον έλεγχο μεγάλων επιχειρηματικών ομίλων, αλλά να γίνουν κοινωνική ιδιοκτησία,","The precondition is that energy, food, basic goods are not produced as commodities under the control of large business groups, but become social property, that","413",NA
"να αναπτυχθεί ο επιστημο- νικός κεντρικός σχεδιασμός με τους εργαζόμενους, το λαό να βρίσκονται στο τιμόνι της εξουσίας.","scientific central planning is developed with the workers and the people at the helm of power.","404",NA
"Η σοσιαλιστική οργάνωση της κοινωνίας είναι το σύγχρονο, το πραγματικά νέο στον 21ο αιώνα που μπορεί να εξασφαλίσει τα εργατικά - λαϊκά συμφέροντα.","The socialist organization of society is the modern, the truly new in the 21st century that can secure working people's interests.","415",NA
"Γι’ αυτό και η συμπόρευση με το ΚΚΕ είναι συμβολή στον αγώνα για αυτήν την προοπτική.","That is why allying with the KKE is a contribution to the struggle for this perspective.","305.1",NA
"Ο λαός δεν έχει πλέον καμία αντοχή για να δείχνει ανοχή στο σημερινό βάρβαρο δρόμο και τους κάθε λογής εκφραστές του.","The people no longer have any stamina to show tolerance for the present barbaric path and its all kinds of exponents.","606.2",NA
"Το πιστεύουμε ακράδαντα και το λέμε:","We firmly believe it and we say it:","305.1",NA
"ΜΠΟΡΟΥΜΕ να γράψουμε το δικό μας “σενάριο”, να βάλουμε τέλος στη σημερινή βαρβαρότητα!","WE CAN write our own ""script"" to end the present barbarism!","305.1",NA
"Για να ανατείλει η ΕΛΠΙΔΑ!","For HOPE to rise!","000",NA
"Με το ΚΚΕ για το ωραίο, το μεγάλο, το συγκλονιστικό!","With the JPC for the beautiful, the great, the shocking!","305.1",NA
"Ο σοσιαλισμός είναι η απάντηση στον 21ο αιώνα.","Socialism is the answer to the 21st century.","415",NA
"kke.gr youtube.com/kkemedia","kke.gr youtube.com/kkemedia",NA,NA
"ΟΚΤΩΒΡΗΣ 2022","OCTOBER 2022",NA,NA
ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Ενάντια στην αγροτική Πολιτική της Ε.Ε. - Ενάντια στην αγροτική πολιτική της Ε.Ε. και γενικότερα στον καπιταλιστικό τρόπο οργάνωσης της αγροτικής παραγωγής που καταπιέζει τους αγρότες.,NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Μέτρα ελάφρυνσης εργαζομένων,ασφαλισμένων, μισθωτών. - Παύση πλειστηριασμών πρώτης κατοικίας, καταβολή του 13ου και 14ου μισθού στους εργαζόμενους, μείωση των εισφορών για την αναγνώριση πλασματικών χρόνων, απαλλαγή από την καταβολή εισφοράς για την αναγνώριση της στρατιωτικής θητείας, ρυθμίσεις για τα χρέη ατομικής ασφάλισης προς τα ασφαλιστικά ταμεία των μη μισθωτών και των ασφαλισμένων στον ΟΓΑ.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Αυξήσεις στις συντάξεις. - Αυξήσεις σε όλες τις συντάξεις, κύριες κι επικουρικές, με ενσωμάτωση της προσωπικής διαφοράς και κατάργηση των αντιασφαλιστικών νόμων.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Δωρεάν φοιτητική στέγαση. - Κάθε φοιτητής πρέπει να δικαιούται δωρεάν στέγαση, καμία οικογένεια να μην πιέζεται οικονομικά για την κάλυψη των φοιτητικών εξόδων στέγασης.",NA,NA,NA
ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Εξασφάλιση δωρεάν φοιτητικής στέγασης. - Εξασφάλιση δωρεάν στέγασης για όλους τους φοιτητές,NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Ολοκληρωμένος στεγαστικός σχεδιασμός. - Ολοκληρωμένος στεγαστικός σχεδιασμό με στόχο την κάλυψη των αναγκών, με την επανασύσταση του ΟΕΚ και με την ενίσχυση του αποκλειστικά κρατικού κατασκευαστικού προγράμματος μαζί με απαγόρευση των πλειστηριασμών των λαϊκών κατοικιών.",NA,NA,NA
ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Αύξηση του αφορολόγητου ορίου και διαγραφή χρεών. - Αύξηση του αφορολόγητου ορίου και ένταξη σε αυτό όλων των αυτοαπασχολούμενων που επηρεάστηκαν καθοριστικά από τις συνέπειες των αλλεπάλληλων κρίσεων. Παράλληλα γενναία διαγραφή χρεών.,NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Κατάργηση φόρων και φορολογικά πλαφόν. - Κατάργηση του ΕΝΦΙΑ, του Ειδικού Φόρου Κατανάλωσης και άμεση εφαρμογή πλαφόν σε είδη βασικής κατανάλωσης.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Εξασφάλιση της απρόσκοπτης παρακολούθησης των σπουδών. - Εξασφάλιση της απρόσκοπτης παρακολούθησης των σπουδών, χωρίς ταξικούς φραγµούς. Δημόσια και δωρεάν παιδεία για όλους τους φοιτητές.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Κατά της Πανεπιστημιακής Αστυνομίας. - Ενάντια στην δημιουργία πανεπιστημιακής αστυνομίας, των μέτρων καταστολής και ταξικών φραγμών, κόντρα στα σχέδια για ένα Πανεπιστήμιο «απόρθητο φρούριο».",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Κατάργηση αστυνομικής καταστολής. - Κατάργηση των κατασταλτικών ομάδων της Αστυνομίας ΜΑΤ, ΔΙΑΣ, ΔΡΑΣΗ, κλπ και να προσανατολιστεί η αστυνομία απέναντι στο οργανωμένο έγκλημα.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Τα εργατικά σωματεία να προτείνουν τον κατώτατο μισθό. Άμεση επαναφορά του 13ου και 14ου μισθού για το Δηµόσιο. - • Αύξηση του κατώτατου μισθού σύμφωνα με την πρόταση εργατικών σωµατείων, Οµοσπονδιών, Εργατικών Κέντρων για τη νέα Εθνική Γενική Συλλογική Σύµβαση Εργασίας.• Επαναφορά του 13ου και 14ου μισθού για το Δηµόσιο.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Κατάργηση των αντιασφαλιστικών νόμων και αύξηση των συνάξεων. - Αυξήσεις σε όλες τις συντάξεις, κύριες κι επικουρικέςΕνσωμάτωση της προσωπικής διαφοράς&nbsp;Κατάργηση των αντιασφαλιστικών νόμων",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Καθολική, δωρεάν εκπαίδευση για όλους. Δωρεάν στέγαση και σίτιση για τους φοιτητές. Κάλυψη όλων των οικονομικών αναγκών των φοιτητών. - Εξασφάλιση της απρόσκοπτης παρακολούθησης των σπουδών, χωρίς ταξικούς φραγµούς. Αυτό προϋποθέτει την εξασφάλιση δωρεάν σίτισης και στέγασης για όλους τους φοιτητές, την κάλυψη όλων των οικονοµικών αναγκών για τις σπουδές σε συγγράµµατα, αναλώσιµα, µεταφορές. Που εξασφαλίζει την ιατρική περίθαλψη των φοιτητών του, την κάλυψη των πολιτισµικών, αθλητικών και ψυχαγωγικών αναγκών τους",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Καθολική και δωρεάν εκπαίδευση με σκοπό την εξασφάλιση πλήρους πρόσβασης στην επαγγελματική ζωή. - Μέτρα ώστε κανείς να μην αποκλείεται από την εκπαίδευση, όλοι να στηρίζονται και να αξιοποιούνται σχεδιασμένα με τις γνώσεις τους και τα πτυχία τους (που δεν θα είναι προσόντα αλλά θα εξασφαλίζουν την πλήρη πρόσβαση στο επάγγελμα) για να συμβάλουν στο κοινωνικό σύνολο. Μια πρόταση εξουσίας που θα καταργεί το εμπόριο παιδείας και θα ικανοποιεί την ανάγκη για μόρφωση και για επαγγελματική εκπαίδευση, αναβαθμισμένα, καθολικά και δωρεάν.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Τα µέτρα που λαμβάνονται ακόµα και στις περιόδους µε υψηλούς ρυθµούς ανάπτυξης δεν µείωσαν την ανεργία. Αντίθετα, χρησιµοποιήθηκαν για τη στήριξη της εργοδοσίας και προετοίµασαν το έδαφος για την εκδήλωση της σηµερινής κρίσης. - Το κόστος από τα µέτρα για τη μείωση της ανεργίας πρέπει να καλυφθεί µε αύξηση της φορολογίας των µεγάλων επιχειρήσεων στο 45%.Απόδειξη είναι ότι βρίσκονται χρήµατα για τη στήριξη των τραπεζών µε δεκάδες δις ευρώ και των µεγάλων επιχειρήσεων µέσα από τα δήθεν αναπτυξιακά κίνητρα, το ΕΣΠΑ, τις φοροελαφρύνσεις για τα «αδιανέµητα» κέρδη κ.λπ.. Άλλωστε έστω και µε πιο µειωµένους ρυθµούς, σε συνθήκες κρίσης, συνεχίζεται η κερδοφορία του κεφαλαίου. Η ριζική αντιµετώπιση του προβλήµατος της ανεργίας µπορεί να γίνει µόνο στα πλαίσια µιας άλλης οργάνωσης της κοινωνίας, όπου τα βασικά και συγκεντρωµένα µέσα παραγωγής θα είναι κοινωνική ιδιοκτησία, µε ολόπλευρη στήριξη των µικροπαραγωγών της πόλης και του χωριού στα πλαίσια ενός εθνικού σχεδιασµού, µε κριτήριο τα συµφέροντα της χώρας και των εργαζοµένων. Μόνο σε αυτές τις συνθήκες, όπου δεν θα υπάρχει το κυνήγι του καπιταλιστικού κέρδους, θα δηµιουργηθούν οι συνθήκες για την εξάλειψη της ανεργίας.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Το επίδοµα ανεργίας παρέχεται σε όλους τους άνεργους χωρίς όρους και προϋποθέσεις που έχουν σαν αποτέλεσµα το µεγαλύτερο µέρος των ανέργων να στερείται επιδόµατος. - • Το επίδοµα ανεργίας δικαιούται και αυτός που αναζητεί εργασία µέσω ΟΑΕ∆ και δεν βρίσκει ανάλογη µε τα προσόντα του και δεν ασκεί άλλη επαγγελµατική δραστηριότητα.• Το διάστηµα της ανεργίας αναγνωρίζεται σαν συντάξιµος χρόνος. • Καθ’ όλη τη διάρκεια της ανεργίας οι άνεργοι και τα προστατευόµενα µέλη της οικογενείας τους δικαιούνται πλήρους και δωρεάν ιατροφαρµακευτικής περίθαλψης.• Κατά το διάστηµα της ανεργίας οι άνεργοι καταβάλλουν κατά 30% µειωµένα τα τιµολόγια της ύδρευσης, του ηλεκτρικού ρεύµατος και των σταθερών τηλεφώνων.• Κατά το διάστηµα της ανεργίας απαγορεύεται η διακοπή παροχής ύδρευσης, ηλεκτρικού ρεύµατος και σταθερού τηλεφώνου.• Καθ’ όλο το διάστηµα που διαρκεί η ανεργία επέρχεται αναστολή κάθε είδους υποχρέωσης που έχει αναλάβει από δάνειο ο άνεργος ως δανειολήπτης από οποιαδήποτε δανειακή σύµβαση.• Κατά το διάστηµα της ανεργίας οι άνεργοι δικαιούνται επιδότηση από τον Κρατικό Προϋπολογισµό του ενοικίου που καταβάλλουν για τη κύρια κατοικία αυτών και της οικογενείας τους στο 100% του ύψους του ενοικίου.• Αναστέλλεται κάθε πράξη αναγκαστικής εκτέλεσης σε βάρος της κύριας και δευτερεύουσας κατοικίας που ανήκει κατά κυριότητα στον άνεργο καθ’ όλη τη διάρκεια της ανεργίας.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Κοινωνικοποίηση των συγκεντρωμένων μέσων παραγωγής, του επιστημονικού κεντρικού σχεδιασμού της οικονομίας. - Διασφάλιση στο ότι η εκτίναξη της παραγωγικότητας θα οδηγήσει σε μια καθολική μείωση του εργάσιμου χρόνου και σε βελτίωση των αποδοχών των εργαζόμενων. Λιγότερες ώρες δουλειάς για όλους, με κάλυψη των αναγκών των εργαζόμενων, σε ελεύθερο χρόνο, για τις μορφωτικές, πολιτιστικές τους ανάγκες, της συμμετοχής στα κοινά. Ανάπτυξη σε όλες τις πλευρές των παραγωγικών δυνάμεων της χώρας, διασφαλίζοντας ισόρροπη ανάπτυξη όλων των κλάδων, χωρίς να δεσμεύεται με το κριτήριο της μέγιστης αδηφάγας κερδοφορίας, που οδηγεί σε φαινόμενα έντονης ανισομετρίας και αναρχίας της παραγωγής. Διασφάλιση ενός ενεργειακού σχεδιασμού με κριτήριο τις λαϊκές ανάγκες, σε αντιδιαστολή με τη σημερινή πραγματικότητα της υποταγής του στην κερδοφορία του κεφαλαίου.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Άμεση αξιοποίηση όλων των εγχώριων πηγών ενέργειας, όπως ο λιγνίτης, για την αντιμετώπιση της ενεργειακής φτώχειας. Κατάργηση του Χρηματιστηρίου Ενέργειας, απόσυρση της χώρας από τις κυρώσεις της ΕΕ προς τη Ρωσία, πλαφόν στην τιμή του ηλεκτρικού ρεύματος και του φυσικού αερίου. - • Αντιμετώπιση της ενεργειακής φτώχειας με ολοκληρωμένο σχέδιο άμεσης αξιοποίησης όλων των εγχώριων πηγών ενέργειας, όπως ο λιγνίτης, με περιβαλλοντικούς όρους κόντρα στις δεσμεύσεις της ΕΕ για την «πράσινη ανάπτυξη» και το εμπόριο ρύπων. • Κατάργηση του Χρηματιστηρίου Ενέργειας και όλων των συμβάσεων που καθορίζουν τις ρήτρες αναπροσαρμογής. • Απόσυρση της χώρας από τις κυρώσεις της ΕΕ προς τη Ρωσία, που τελικά τις πληρώνει ο λαός, ενώ τμήματα του κεφαλαίου θησαυρίζουν από τη µεταφορά του πανάκριβου αµερικανικού LNG.• Γενναία μείωση και πλαφόν στην τιµή του ηλεκτρικού ρεύµατος και του φυσικού αερίου. • Καµία διακοπή ρεύµατος σε όσους δεν µπορούν να ανταποκριθούν στους υπέρογκους λογαριασµούς.",NA,NA,NA
