"text","text_en","cmp_code","eu_code"
"Κεφαλαιαγορά","Capital market","H",NA
"Στα χρόνια των μνημονίων η κεφαλαιαγορά ακολούθησε την υπόλοιπη οικονομία, όσον αφορά την πτώση της.","During the years of the memoranda, the capital market followed the rest of the economy in terms of its decline.","401",NA
"Η κεφαλαιοποίηση είναι πολύ χαμηλή, όπως επίσης ο ημερήσιος όγκος (κεφαλαιοποίηση περίπου 48 δις € και μέσος ημερήσιος τζίρος περίπου 78 εκ. €), κάτι που εμποδίζει την είσοδο μεγάλων επενδυτών.","The capitalisation is very low, as is the daily volume (capitalisation of around €48 billion and average daily turnover of around €78 million), which prevents the entry of large investors.","401",NA
"Η κεφαλαιοποίηση ήταν στο 17,6% του ΑΕΠ το 2018, όσο περίπου της Τσεχίας (17,4%) και της Βουλγαρίας (14,4%), όταν της Γερμανίας είναι στο 44,5%, της Πορτογαλίας στο 25,7%, της Κροατίας στο 33,6%, της Μ. Βρετανίας στο 63,9%, των HΠA στο 148,1% και της Γαλλίας στο 85% με στοιχεία της Παγκόσμιας Τράπεζας.","Capitalisation was at 17.6% of GDP in 2018, about the same as the Czech Republic (17.4%) and Bulgaria (14.4%), when Germany's is at 44.5%, Portugal's at 25.7%, Croatia's at 33.6%, the UK's at 63.9%, the US's at 148.1% and France's at 85%, according to World Bank data.","401",NA
"Οι μικροεπενδυτές έχουν αποχωρήσει ή μάλλον ζημιωθεί, πολύ πιο πριν από τη φούσκα του 1999, όπου χάθηκε ένα ΑΕΠ της Ελλάδας.","Retail investors have been exiting, or rather damaged, long before the 1999 bubble, where a GDP of Greece was lost.","401",NA
"Πλέον δεν έχουν χρήματα να επενδύσουν, ούτε βλέπουν προοπτικές.","Now they have no money to invest, nor do they see any prospects.","401",NA
"Το 70% σχεδόν είναι ξένοι επενδυτές στο Χρηματιστήριο.","Almost 70% are foreign investors in the stock market.","401",NA
"Οι Έλληνες μικροεπενδυτές είναι μόνο το 17% του συνόλου, ενώ όλοι οι άλλοι είναι θεσμικοί.","Greek retail investors are only 17% of the total, while everyone else is institutional.","401",NA
"Τα τελευταία χρόνια υπάρχει πτώση του αριθμού των εισηγμένων εταιριών.","In recent years there has been a decline in the number of listed companies.","401",NA
"Στην αρχή της κρίσης υπήρχαν 299 εισηγμένες, ενώ σήμερα έχουν απομείνει μόλις 186 με πολύ λίγες εισαγωγές, σύντομα ακόμη λιγότερες.","At the beginning of the crisis there were 299 listed companies, while today there are only 186 left with very few listings, soon even fewer.","401",NA
"Δυστυχώς, οι μεγάλες εταιρίες, αυτές που είναι υπέρ της ΕΕ και των μνημονίων, εγκατέλειψαν την Ελλάδα, επιλέγοντας το Λουξεμβούργο ή άλλες χώρες, όπως η Coca Cola, η Titan, η ΒΙΟΧΑΛΚΟ, η ΦΑΓΕ κλπ.","Unfortunately, the big companies, the ones that are pro-EU and pro-memorandum, have left Greece, choosing Luxembourg or other countries, such as Coca Cola, Titan, VIOKHALKO, FAGE, etc.","401",NA
"Παράλληλα, το Χρηματιστήριο έχει χάσει την αξιοπιστία του, λόγω των σημαντικών σκανδάλων, κυρίως της Folli Follie, κάτι που αποθαρρύνει τους επενδυτές.","At the same time, the Stock Exchange has lost its credibility due to the major scandals, especially Folli Follie, which discourages investors.","401",NA
"Με βάση την αξιολόγηση εταιρικής διακυβέρνησης της World Bank (worldwide Governance Indicators), η Ελλάδα κατατάσσεται μεταξύ των κορυφαίων 60%, όσον αφορά τις χρηματιστηριακές αγορές, χωρίς καμία βελτίωση στην περίοδο των μνημονίων παρά τη σχετική φρασεολογία περί μεταρρυθμίσεων.","Based on the World Bank's corporate governance rating (worldwide Governance Indicators), Greece is ranked among the top 60%, as far as stock markets are concerned, with no improvement in the period of the Memoranda, despite the relevant reform rhetoric.","401",NA
"Το γεγονός αυτό όμως δεν αποτελεί τον κύριο παράγοντα προσέλκυσης εταιριών και επενδυτών στο χρηματιστήριο, όσο η μορφή της ελληνικής οικονομίας.","This fact, however, is not the main factor attracting companies and investors to the stock market, as much as the shape of the Greek economy.","401",NA
"Ειδικότερα, η ελληνική οικονομία χαρακτηρίζεται από έναν μεγάλο αριθμό μικρών επιχειρήσεων.","In particular, the Greek economy is characterised by a large number of small businesses.","401",NA
"Αυτό είναι το αποτέλεσμα των κρατικών πολιτικών που δε βοήθησαν στη δημιουργία σημαντικών εταιριών, ενώ εκποίησαν δημόσιο πλούτο, μέσω των ιδιωτικοποιήσεων σε εξευτελιστικές τιμές ή τον απαξίωσαν.","This is the result of state policies that have not helped to create important companies, while they have sold off public wealth through privatisations at degrading prices or devalued it.","401",NA
"Έτσι, με βάση μία μελέτη του ΣΕΒ και της Ernst & Young του 2017, η Ελλάδα ευρίσκεται μεταξύ των χωρών που παρουσιάζουν τη μεγαλύτερη πυκνότητα μικρομεσαίων επιχειρήσεων σε σχέση με τον πληθυσμό τους.","Thus, according to a study by SEV and Ernst & Young in 2017, Greece is among the countries with the highest density of SMEs in relation to their population.","401",NA
"Υπήρχαν 6,2 μικρομεσαίες επιχειρήσεις ανά 100 κατοίκους το 2015, όταν ο μέσος όρος της ΕΕ είναι 4,5.","There were 6.2 SMEs per 100 inhabitants in 2015, when the EU average is 4.5.","401",NA
"Με βάση στοιχεία της Eurostat, το 57% τω εργαζόμενων απασχολούνται σε επιχειρήσεις έως 9 εργαζόμενους, έναντι 29% της ΕΕ.","Based on Eurostat data, 57% of workers are employed in enterprises with up to 9 employees, compared to 29% in the EU.","401",NA
"Οι μικρομεσαίες επιχειρήσεις οι οποίες είναι κρίσιμες για την οικονομία, λόγω απασχόλησης, δεν μπορούν να μεγαλώσουν ή να συγχωνευθούν εύκολα.","SMEs, which are critical to the economy because of employment, cannot easily grow or merge.","401",NA
"Δεν είναι επίσης πάντα σε θέση, λόγω μεγέθους, να αντλήσουν χρήματα μέσω της κεφαλαιαγοράς.","They are also not always able, because of their size, to raise money through the capital market.","401",NA
"Αλλά μπορούν να αντλήσουν μέσω των τραπεζών ή εξειδικευμένων κεφαλαίων και εταιριών εναλλακτικών χρηματοδοτήσεων που παράλληλα παρέχουν και επιχειρηματική καθοδήγηση.","But they can raise through banks or specialist funds and alternative finance companies that also provide business mentoring.","401",NA
"Υπάρχουν αρκετές μορφές εταιριών εναλλακτικών χρηματοδοτήσεων που εξασφαλίζει το υπάρχον νομοθετικό πλαίσιο, όπως εταιρίες","There are several forms of alternative finance companies that the existing legal framework ensures, such as","401",NA
"«private equity» (διαχειρίζονται επενδυτικά κεφάλαια ιδιωτών) και","""private equity"" (managed private equity funds) and","401",NA
"«venture capital» (είναι το ίδιο αλλά με εξειδίκευση σε νεοφυείς επιχειρήσεις).","""venture capital"" companies (they are the same but specialised in start-ups).","401",NA
"Το κύριο όμως πρόβλημα στην Ελλάδα είναι η έλλειψη κεφαλαίων.","But the main problem in Greece is the lack of capital.","401",NA
"Στην ελληνική νομοθεσία προβλέπονται οι ακόλουθες περιπτώσεις","Greek legislation provides for the following types of","401",NA
"Εναλλακτικών Εταιριών Επενδύσεων:","Alternative Investment Companies","401",NA
"•Ανώνυμες Εταιρίες Επενδύσεων Χαρτοφυλακίου (Α.Ε.Ε.Χ.).","-Anonymous Portfolio Investment Companies (PICs).","401",NA
"•Ανώνυμες Εταιρίες Επενδύσεων σε Ακίνητη Περιουσία (Α.Ε.Ε.Α.Π.).","-Anonymous Real Estate Investment Companies (REITs).","401",NA
"•Το Αμοιβαίο Κεφάλαιο Επιχειρηματικών Συμμετοχών κλειστού τύπου (Α.Κ.Ε.Σ.).","-The closed-end mutual fund of business holdings (M.C.E.S.).","401",NA
"•Εταιρίες Κεφαλαίου Επιχειρηματικών Συμμετοχών (Ε.Κ.Ε.Σ.) (απαιτείται η εισαγωγή τους στο ΧΑ).","-Corporate Venture Capital Funds (C.C.E.S.) (listing on the SA is required);","401",NA
"•Ανώνυμες Εταιρίες Διαχείρισης Οργανισμών Εναλλακτικών Επενδύσεων ΑΕΔΟΕΕ που είναι οι διαχειριστές των ανωτέρω κεφαλαίων, δηλαδή τα στελέχη που παίρνουν τις επενδυτικές αποφάσεις.","-Anonymous Management Companies of Alternative Investment Funds AEDOEE which are the managers of the above funds, i.e. the executives who make the investment decisions.","401",NA
"Σε αυτές συγκαταλέγεται και το κρατικό ΤΑΝΕΟ που μαζί με το ΕΤΕΑΝ (μετατράπηκε στην Αναπτυξιακή Τράπεζα) μπορούν να διαθέσουν ίσως περί τα 2 δις ευρώ στην οικονομία επί του παρόντος.","These include the state-owned TANEO which, together with ETEAN (converted into the Development Bank), can allocate perhaps around EUR 2 billion to the economy at present.","401",NA
"Επίσης, το θεσμικό πλαίσιο παρέχει κάποιες νέες μορφές άντλησης κεφαλαίων που είναι δημοφιλείς διεθνώς όπως:","Also, the institutional framework provides some new forms of capital raising that are popular internationally such as:","401",NA
"•Crowdfunding («συμμετοχική χρηματοδότηση») του Ν. 4416/2016 που επιτρέπει άντληση μικρών ποσών από μεγάλο αριθμό ενδιαφερόμενων (το μέγιστο αντλούμενο ποσό είναι 500.000 € και η μέγιστη συμμετοχή ιδιώτη ως 5.000 € και κάτω του 10% των εισοδημάτων τους).","-Crowdfunding (""participatory financing"") under Law 4416/2016 which allows raising small amounts from a large number of stakeholders (the maximum amount raised is €500,000 and the maximum individual participation is up to €5,000 and below 10% of their income).","401",NA
"•Με τον Ν. 4706/20 (Εταιρική Διακυβέρνηση) δόθηκε η δυνατότητα άντλησης κεφαλαίου με δημόσια προσφορά με μικρότερες απαιτήσεις πληροφόρησης (πληροφοριακό δελτίο αντί για ενημερωτικό δελτίο) για αξία αντλούμενων κεφαλαίων 500.000 - 5 εκ. €.","-Law 4706/20 (Corporate Governance) enabled the possibility to raise capital by public offer with less information requirements (information sheet instead of prospectus) for a value of capital raised of €500,000 - €5 million.","401",NA
"Πιστεύουμε ότι αυτό θα μπορούσε να επεκταθεί και στην άντληση κεφαλαίων με ιδιωτική προσφορά, εκτός δηλαδή Χρηματιστηρίου, κατά τα ισχύοντα με τον κανονισμό Reg A των ΗΠΑ.","We believe that this could be extended to raising capital by private offering, i.e. outside the stock exchange, in line with the US Reg A regulation.","401",NA
"Προτάσεις","Proposals","H",NA
"Οιβασικέςλύσειςπουπροτείνουμεκαιπουείναιάμεσα εφαρμόσιμες είναι οι κάτωθι: 1.Δημιουργία εναλλακτικού νομίσματος ή συμπληρωματικού νομίσματος.","The basic solutions that we propose and that are directly applicable are as follows: 1.Creation of an alternative or complementary currency.","414",NA
"2.Πάγωμα της σμίκρυνσης του τραπεζικού δικτύου, ειδικά κατά τη διάρκεια της πανδημίας σε ακριτικές και σε αποκομμένες περιοχές (π.χ. νησιά, ορεινές κοινότητες κλπ.).","2.Freeze the downsizing of the banking network, especially during the pandemic in marginal and isolated areas (e.g. islands, mountain communities, etc.)","414",NA
"3.Κατάργηση της υποχρεωτικής δαπάνης 30% σε ηλεκτρονικές συναλλαγές στις φορολογικές δηλώσεις.","3.Eliminate the mandatory 30% charge on electronic transactions in tax returns.","414",NA
"4.Μείωση των προμηθειών με θέσπιση ενιαίου ύψους των προμηθειών στο 0,2%, όπως προβλέπει η οδηγία ΕΕ 2015/751.","4.Reduction of commissions by introducing a flat rate for commissions at 0.2%, as foreseen by EU Directive 2015/751.","414",NA
"5.Να επιταχυνθεί η έρευνα από την Επιτροπή Ανταγωνισμού για τις συμπράξεις (καρτέλ) τραπεζών.","5.Accelerate the investigation by the Competition Commission into bank cartels.","414",NA
"6.Απλούστευση των διαδικασιών συναλλαγών χωρίς τις γραφειοκρατικές διαδικασίες του Ν. Ν4734/2020.","6.Simplify transaction procedures without the bureaucratic procedures of Law N4734/2020.","414",NA
"7.Πάγωμα των αποσχίσεων θυγατρικών και επέκταση ξανά στα Βαλκάνια.","7.Freeze the spin-offs of subsidiaries and expand again in the Balkans.","414",NA
"8.Χρηματοδότηση της Αναπτυξιακής Τράπεζας.","8.Financing of the Development Bank.","414",NA
"9.Τα χρήματα από το πακέτο ανάκαμψης της ΕΕ να δοθούν σε μεγάλο βαθμό σε δάνεια μικρομεσαίων επιχειρήσεων είτε αυτό αποτελεί τυπικά δάνεια (π.χ. κεφάλαιο κίνησης και νέων επενδύσεων) είτε ποσά δεσμευμένα για έργα Green Deal (π.χ. εξοικονόμηση ενέργειας) και Digital EU (π.χ. ηλεκτρονικό εμπόριο).","9.The money from the EU recovery package to be given largely to SME loans whether this is standard loans (e.g. working capital and new investments) or amounts committed to Green Deal (e.g. energy saving) and Digital EU (e.g. e-commerce) projects.","414",NA
"Επίσης, στην πραγματική οικονομία να δοθεί η ρευστότητα από το πρόγραμμα αγοράς ομολόγων της ΕΚΤ.","Also, the real economy to be provided with liquidity from the ECB's bond purchase programme.","414",NA
"10.Διαγραφή των επιβαρυντικών στοιχείων του ΤΕΙΡΕΣΙΑ μετά από κάποιο διάστημα.","10.Deletion of TIRESIA's encumbrances after a certain period of time.","414",NA
"Υπάρχουν άνθρωποι που έχουν φύγει από τη χώρα ακριβώς, επειδή έχουν μπλοκαριστεί εδώ.","There are people who have left the country precisely because they have been blocked here.","414",NA
"11.Δημιουργία «κακής τράπεζας» (Bad Bank) για κόκκινα στεγαστικά δάνεια.","11.Create a ""bad bank"" for red mortgage loans.","414",NA
"12.Εισαγωγή του κανονισμού του χρηματοδοτήσεων μεταξύ ιδιωτών (P2P Lending).","12.Introduce the regulation of P2P Lending","401",NA
"13.Να καθοριστεί άμεσα το θεσμικό πλαίσιο επίβλεψης των μικροπιστώσεων από την ΤτΕ.",". 13.Immediately define the institutional framework for the supervision of microcredit by the CBE.","414",NA
"14.Αύξηση των αμοιβών των ορκωτών ελεγκτών, έτσι ώστε να εξασφαλιστεί η ποιότητα των ελέγχων από τους καλύτερους.","14.Increase the fees of the auditors to ensure that the best audits are of the highest quality.","414",NA
"Να εξεταστεί η περίπτωση οι ορκωτοί ελεγκτές να πληρώνονται από ένα συνεγγυητικό κεφάλαιο που θα συνεισφέρουν όλες οι ελεγχόμενες εταιρίες, ώστε να ελαχιστοποιούνται οι δοσοληψίες με τις διοικήσεις.","Consider the possibility of auditors being paid from a guarantee fund contributed by all audited companies to minimise transactions with management.","414",NA
"15.Φορολογία επί των κερδών των μετοχών ύψους 50%, όταν αυτές πωλούνται σε λιγότερο από 12 μήνες, κάτι που θα ισχύει και για τα ακίνητα, ώστε να αποθαρρυνθούν κερδοσκοπικές τοποθετήσεις.","15.A 50% tax on profits on shares when they are sold in less than 12 months, which would also apply to real estate, to discourage speculative investments.","414",NA
"16.Να εισαχθεί ο θεσμός του πληροφοριοδότη (Whistleblower), όπως για παράδειγμα προβλέπεται στους νόμους του ξεπλύματος χρήματος και παραεμπορίου.","16.Introduce the institution of the whistleblower, as for example provided for in the money laundering and anti-trafficking laws.","414",NA
"Να μπορούν να προσφέρονται χρηματικά βραβεία σε περιπτώσεις παροχής χρήσιμων αποκλειστικών πληροφοριών για μεγάλες απάτες, κατά τα προβλεπόμενα από την Επιτροπή Κεφαλαιαγοράς των ΗΠΑ (SEC).","Monetary prizes could be offered in cases of providing useful exclusive information on major frauds, as provided by the US Securities and Exchange Commission (SEC).","414",NA
"Η ΕΛΛΗΝΙΚΗ ΛΥΣΗ γνωρίζει πόσο σημαντική είναι η χρηματοδότηση για την ανάπτυξη της οικονομίας και για την αλλαγή του οικονομικού μοντέλου.","HELLENIC SOLUTION knows how important finance is to growing the economy and changing the economic model.","414",NA
"Πιστεύουμε στη συντονισμένη δράση.","We believe in coordinated action.","414",NA
"Έχουμε ριζοσπαστικές λύσεις, γιατί δεν έχουμε δεσμεύσεις.","We have radical solutions because we have no strings attached.","410",NA
"Γνώμονας το καλό της χώρας, έτσι ώστε να ευνοηθεί το σύνολο της οικονομίας και όχι λίγα κοράκια.","We focus on the good of the country, so that the whole economy is favoured, not a few crows.","410",NA
"Η ΕΛΛΗΝΙΚΗ ΛΥΣΗ έχει καινοτόμες προτάσεις προερχόμενες από την εμπειρία των στελεχών της στην αγορά.","ELLINIKI LYSI has innovative proposals based on the experience of its executives in the market.","305.1",NA
"Μπορούμε να δράσουμε πρωτοποριακά και με αποφασιστικότητα, όσον αφορά την εφαρμογή των σχεδίων μας για την Ελλάδα!","We can act in a pioneering and decisive way, in terms of the implementation of our plans for Greece!","410",NA
"ΣΥΝΟΠΤΙΚΑ ΓΙΑ ΤΟΝ ΠΡΩΤΟΓΕΝΗ ΤΟΜΕΑ","IN SUMMARY FOR THE PRIMARY SECTOR","H",NA
"« Πασῶν τῶν επιστημῶν μήτηρ τε καί τροφ ός Γεωργία ἐστί», Αριστοτέλης","""Georgia is the mother of science and the food of science"", Aristotle","000",NA
"Βασικές διαπιστώσεις:","Key findings:","H",NA
"Μεγάλο ύψος διαφυγόντων εσόδων σε εισαγωγές:","High level of revenue forgone on imports:","703.1",NA
"Για κάθε 1 ευρώ που παράγουν οι αγρότες, τα 0,90 € περίπου οδηγούνται εκτός της χώρας (σπόροι, φυτοχώματα, αγροτικά μηχανήματα, αυτοματισμοί, λιπάσματα, θερμοκήπια, δίκτυα σκίασης, συγκροτήματα άντλησης).","For every EUR 1 produced by farmers, around EUR 0,90 is exported outside the country (seeds, planting material, agricultural machinery, automation, fertilisers, greenhouses, shade nets, pumping stations).","703.1",NA
"Εμπορικό έλλειμμα στα τρόφιμα με την ΕΕ, το 85 % του βόειου κρέατος, το 69% του χοιρινού κρέατος και το 17% των πουλερικών είναι εισαγωγής, κυρίως λόγω του τουρισμού.","Food trade deficit with the EU, 85 % of beef, 69 % of pork and 17 % of poultry are imported, mainly due to tourism.","703.1",NA
"Στόχος δεν πρέπει να είναι μόνο η παραγωγή τροφίμων αλλά όλα τα αγροτικά εφόδια και η παραγωγή προϊόντων εντάσεως τεχνολογίας, αύξηση προστιθέμενης αξίας.","The aim should not only be food production but all agricultural inputs and the production of technology-intensive products, increasing added value.","703.1",NA
"Ενδεικτικές Προτάσεις Για τη Γεωργία","Indicative Proposals for Agriculture","H",NA
"Υιοθέτηση βασικών θεσμών: δημοπρατήρια, συνεταιρισμοί, αγροτική τράπεζα.","Adoption of basic institutions: auctions, cooperatives, agricultural bank.","703.1",NA
"Ενίσχυση για κατασκευή νέων σύγχρονων παραγωγικών μονάδων, έμφαση σε θερμοκήπια, όπου υπάρχει υστέρηση (μόνο 50.000 στρέμματα).","Support for the construction of new modern production units, with emphasis on greenhouses, where there is a shortfall (only 50 000 hectares).","703.1",NA
"Συνδρομή στην προώθηση των προϊόντων σε αγορές του εξωτερικού.","Support for the promotion of products on foreign markets.","703.1",NA
"Προώθηση συμβολαιακής Γεωργίας και Κτηνοτροφίας.","Promotion of contract farming and livestock farming.","703.1",NA
"Φοροελαφρύνσεις για απασχόληση Ελλήνων εργαζόμενων.","Tax relief for employment of Greek workers.","703.1",NA
"Κατοχύρωση ISO για τα προϊόντα και ΠΟΠ.","ISO and PDO registration for products.","703.1",NA
"Στροφή προς νέες αποδοτικές καλλιέργειες, όπως αρωματικά φυτά, υπερτρόφιμα (superfoods), θερμοκηπιακά.","Shift towards new efficient crops, such as aromatic plants, superfoods, greenhouse crops.","703.1",NA
"Μέτρα για Κτηνοτροφία - Γαλακτοκομία","Measures for Livestock - Dairy","H",NA
"Αξιοποίησηόλωντωνβοσκότοπων,όπουηέκτασηέχειμειωθεί τελευταία.","Utilisation of all grassland where the area has been recently reduced.","703.1",NA
"Σύνταξη στα 65 από 67.","Retirement at 65 from 67.","703.1",NA
"Προώθηση νέων τεχνολογιών, όπως αυτοματοποίηση και φάρμες αλλά και ενίσχυση της αξίας της παραδοσιακής βιολογικής κτηνοτροφίας.","Promote new technologies, such as automation and farms, but also reinforce the value of traditional organic livestock farming.","703.1",NA
"Μείωση φορολογικών συντελεστών στο 5%.","Reducing tax rates to 5%.","703.1",NA
"Ίδρυση Ειδικών Κέντρων Αγοράς Γαλακτοκομικών Προϊόντων για απευθείας πώληση στους πολίτες (Αθήνα, Θεσσαλονίκη, Πάτρα, Ηράκλειο, Λάρισα, Ιωάννινα, Αγρίνιο, Σέρρες και Αλεξανδρούπολη).","Establishment of Special Dairy Market Centres for direct sale to citizens (Athens, Thessaloniki, Patras, Heraklion, Larissa, Ioannina, Agrinio, Serres and Alexandroupolis).","703.1",NA
"Καθεστώς Τιμαριθμικά Καθορισμένης Τιμής (κλειδωμένη) στο γάλα και επαναφορά της λήξης στις 5 μέρες για το νωπό.","Price-fixed price regime (locked) for milk and reintroduction of the expiry date of 5 days for fresh milk.","703.1",NA
"Συνεχής αγώνας για την κατοχύρωση της φέτας και άλλων ΠΟΠ.","Continuous struggle for the registration of feta and other PDOs.","703.1",NA
"Μέτρα για την Αλιεία","Measures for Fisheries","H",NA
"Καθορισμός Αλιευτικών Ζωνών άμεσα, για να μην μας κλέβουν ψάρια.","Establishment of Fishing Zones immediately, so that we are not robbed of fish.","703.1",NA
"Κίνητρα για δημιουργία μεταποιητικών επιχειρήσεων.","Incentives for the creation of processing enterprises.","703.1",NA
"Οικονομική ενίσχυση και φορολογικές ελαφρύνσεις σε νέους αλιείς.","Financial support and tax relief for young fishermen.","703.1",NA
"Δημιουργία υδατοκαλλιεργειών σε βραχονησίδες.","Establishment of aquaculture on short islands.","703.1",NA
"ΠΡΟΓΡΑΜΜΑΤΙΚΕΣ ΘΕΣΕΙΣ ΤΗΣ «ΕΛΛΗΝΙΚΗΣ ΛΥΣΗΣ» ΓΙΑ ΤΟΝ ΠΡΩΤΟΓΕΝΗ ΤΟΜΕΑ","PROGRAMMATIC POSITIONS OF THE 'GREEK SOLUTION' FOR THE PRIMARY SECTOR","H",NA
"Ο Πρωτογενής τομέας Παραγωγής αποτελεί όχι μόνο το θεμέλιο της οικονομίας αλλά, επίσης, τον βασικό παράγοντα της οικονομικής ανασυγκρότησης ενός Κράτους.","The primary production sector is not only the foundation of the economy but also the key factor in the economic reconstruction of a State.","703.1",NA
"Ως εκ τούτου, ο τομέας της αγροτικής οικονομίας και οι κλάδοι της φυτικής και ζωικής παραγωγής δύνανται να καταστούν ο κύριος μοχλός επανεκκίνησης της ελληνικής οικονομίας.","Therefore, the agricultural sector and the sectors of plant and animal production can become the main driver of the relaunch of the Greek economy.","703.1",NA
"Πρωταρχική μέριμνα της ΕΛΛΗΝΙΚΗΣ ΛΥΣΗΣ είναι η στήριξη, ενίσχυση και ανάπτυξη του παραμελημένου τομέα της Πρωτογενούς Παραγωγής.","The primary concern of the HELLENIC SOLUTION is to support, strengthen and develop the neglected sector of Primary Production.","703.1",NA
"Η ΕΛΛΗΝΙΚΗ ΛΥΣΗ πιστεύει πως πρέπει να δοθεί κύρος στο επάγγελμα του αγρότη, με την ανάλογη τρίμηνη εκπαίδευσή του, κατά τα πρότυπα επιτυχημένων χωρών και με την παροχή διπλώματος.","ELLINIKI LYSIS believes that the profession of farmer should be given prestige, with the appropriate three-month training, according to the models of successful countries and with the provision of a diploma.","703.1",NA
"Στόχος της ΕΛΛΗΝΙΚΗΣ ΛΥΣΗΣ είναι να προσελκυσθούν οι νέοι και να διενεργηθούν επενδύσεις, μέσω των οποίων θα μπορούσε να τριπλασιαστεί η παραγωγή και να πολλαπλασιαστούν οι εξαγωγές, δίνοντας λύση στο πρόβλημα του εμπορικού μας ελλείμματος.","The aim of the HELLENIC SOLUTION is to attract young people and make investments, through which production could be tripled and exports multiplied, providing a solution to the problem of our trade deficit.","703.1",NA
"Η ΕΛΛΗΝΙΚΗ ΛΥΣΗ γνωρίζει πως η σωστή χρήση των ευρωπαϊκών προγραμμάτων και οι παραγωγικές δυνατότητες της Ελλάδας, εάν προβληθούν σωστά στους επενδυτές, μαζί με την επιστροφή των αποταμιεύσεων των Ελλήνων, μπορούν να επιλύσουν το θέμα της χρηματοδότησης, εξασφαλίζοντας εκείνους τους πόρους που θα χρειαστούν για την υλοποίηση των σχεδίων της.","ELLINIKI LYSIS knows that the correct use of European programmes and the productive potential of Greece, if properly presented to investors, together with the return of Greek savings, can resolve the issue of financing, ensuring the resources that will be needed for the implementation of its projects.","703.1",NA
"Εισαγωγικά, η Ελλάδα στον πρωτογενή τομέα οφείλει να λειτουργήσει αφενός με κεντρικό σχεδιασμό, αφετέρου με την υιοθέτηση πέντε βασικών μορφών οργάνωσης: τα Δημοπρατήρια, τα Αγροτικά Επιμελητήρια, τις Αγροτικές Αγορές, τους Συνεταιρισμούς και τη Νέα Αγροτική Τράπεζα.","By way of introduction, in the primary sector, Greece must operate on the one hand through central planning and on the other hand by adopting five basic forms of organisation: the Auction Houses, the Agricultural Chambers, the Agricultural Markets, the Cooperatives and the New Agricultural Bank.","703.1",NA
"Εν προκειμένω τα εξής:","In this regard, the following:","703.1",NA
"Δημοπρατήρια και τρόπος λειτουργίας","Auction houses and how they operate","H",NA
"Ως Δημοπρατήριο θεωρείται μια συμβατικά ή ψηφιακά οργανωμένη αγορά αγροτικών προϊόντων, στα πλαίσια της οποίας οι παραγωγοί προσφέρουν τα προϊόντα τους σε ενδιαφερόμενους αγοραστές με ελεύθερα διαπραγματεύσιμες τιμές.","An auction house is a conventionally or digitally organised market for agricultural products, where producers offer their products to interested buyers at freely negotiated prices.","703.1",NA
"Η διαπραγμάτευση, η διαμόρφωση της τελικής τιμής ανά προϊόν, οι σχετικές πωλήσεις και οι πληρωμές λαμβάνουν χώρα εντός και του Δημοπρατηρίου.","The negotiation, the setting of the final price per product, the related sales and payments take place within and between the Auction House.","703.1",NA
"Οι συμμετέχοντες σε αυτήν τη διαδικασία είναι διατεθειμένοι να προσφέρουν κάποιο συγκεκριμένο χρηματικό ποσό για να αποκτήσουν το προϊόν.","Participants in this process are prepared to offer a certain amount of money to acquire the product.","703.1",NA
"Συνήθως, το προϊόν κατοχυρώνεται σε αυτόν που έχει κάνει την καλύτερη προσφορά, δηλαδή στην υψηλότερη τιμή.","Usually, the product is awarded to the highest bidder, i.e. the highest price.","703.1",NA
"Επιπλέον, υπάρχει η δυνατότητα να συμμετέχουν στη διαδικασία οι συναλλασσόμενοι προσωπικά ή εξ’ αποστάσεως, µέσω της χρησιμοποίησης του Διαδικτύου.","In addition, it is possible for traders to participate in the process in person or remotely, using the Internet.","703.1",NA
"Οι πωλητές των προϊόντων πληρώνουν στο Δημοπρατήριο ή στην επιτροπή των δημοπρατών ένα ποσοστό επί του ύψους των πωλήσεων που επιτυγχάνουν.","Sellers of the products pay the auction house or the auctioneers' committee a percentage of the amount of the sales they achieve.","703.1",NA
"Η λειτουργία των Δημοπρατηρίων βασίζεται στον θεσμό της δημοπρασίας.","The operation of the Auction Houses is based on the auction system.","703.1",NA
"Η δημιουργία Δημοπρατηρίων αγροτικών προϊόντων αποτελεί μία καλή επένδυση που θα μπορούσε να συμβάλλει στην ανάπτυξη.","The creation of Agricultural Auctions is a good investment that could contribute to development.","703.1",NA
"Ο αγροτικός τομέας, που αποτελεί μία από τις κινητήριες δυνάμεις της οικονομίας μας, θα ενδυναμωθεί και θα αναπτυχθεί περαιτέρω.","The agricultural sector, which is one of the driving forces of our economy, will be strengthened and further developed.","703.1",NA
"Τα Δημοπρατήρια αγροτικών προϊόντων οργανώνονται και διοικούνται ως ανώνυμες εταιρείες, στο μετοχικό κεφάλαιο των οποίων συμμετέχουν οι Συλλογικές Αγροτικές Οργανώσεις, οι κατά τόπο αρμόδιες Περιφερειακές Αυτοδιοικήσεις και Ο.Τ.Α., ιδιώτες, καθώς και το Δημόσιο, εκπροσωπούμενο από το Υπουργείο Αγροτικής Ανάπτυξης και Τροφίμων.","Agricultural Auction Houses are organised and managed as joint stock companies, in whose share capital the Collective Agricultural Organisations, the local Regional Authorities and Local Authorities, private individuals and the State, represented by the Ministry of Rural Development and Food, participate.","703.1",NA
